en_book,en_chapter,en_verse,en_part,ru_book,ru_chapter,ru_verse,ru_part
Psalms,72,5,,Псалтирь,71,5,
Psalms,72,6,,Псалтирь,71,6,
Psalms,72,7,,Псалтирь,71,7,
Psalms,72,8,,Псалтирь,71,8,
Psalms,72,9,,Псалтирь,71,9,
Psalms,72,10,,Псалтирь,71,10,
Psalms,72,11,,Псалтирь,71,11,
Psalms,72,12,,Псалтирь,71,12,
Psalms,72,13,,Псалтирь,71,13,
Psalms,72,14,,Псалтирь,71,14,
Psalms,72,15,,Псалтирь,71,15,
Psalms,72,16,,Псалтирь,71,16,
Psalms,72,17,,Псалтирь,71,17,
Psalms,72,18,,Псалтирь,71,18,
Psalms,72,19,,Псалтирь,71,19,
Psalms,72,20,,Псалтирь,71,20,
Psalms,73,1,,Псалтирь,72,1,
Psalms,73,2,,Псалтирь,72,2,
Psalms,73,3,,Псалтирь,72,3,
Psalms,73,4,,Псалтирь,72,4,
Psalms,73,5,,Псалтирь,72,5,
Psalms,73,6,,Псалтирь,72,6,
Psalms,73,7,,Псалтирь,72,7,
Psalms,73,8,,Псалтирь,72,8,
Psalms,73,9,,Псалтирь,72,9,
Psalms,73,10,,Псалтирь,72,10,
Psalms,73,11,,Псалтирь,72,11,
Psalms,73,12,,Псалтирь,72,12,
Psalms,73,13,,Псалтирь,72,13,
Psalms,73,14,,Псалтирь,72,14,
Psalms,73,15,,Псалтирь,72,15,
Psalms,73,16,,Псалтирь,72,16,
Psalms,73,17,,Псалтирь,72,17,
Psalms,73,18,,Псалтирь,72,18,
Psalms,73,19,,Псалтирь,72,19,
Psalms,73,20,,Псалтирь,72,20,
Psalms,73,21,,Псалтирь,72,21,
Psalms,73,22,,Псалтирь,72,22,
Psalms,73,23,,Псалтирь,72,23,
Psalms,73,24,,Псалтирь,72,24,
Psalms,73,25,,Псалтирь,72,25,
Psalms,73,26,,Псалтирь,72,26,
Psalms,73,27,,Псалтирь,72,27,
Psalms,73,28,,Псалтирь,72,28,
Psalms,74,1,,Псалтирь,73,1,
Psalms,74,2,,Псалтирь,73,2,
Psalms,74,3,,Псалтирь,73,3,
Psalms,74,4,,Псалтирь,73,4,
Psalms,74,5,,Псалтирь,73,5,
Psalms,74,6,,Псалтирь,73,6,
Psalms,74,7,,Псалтирь,73,7,
Psalms,74,8,,Псалтирь,73,8,
Psalms,74,9,,Псалтирь,73,9,
Psalms,74,10,,Псалтирь,73,10,
Psalms,74,11,,Псалтирь,73,11,
Psalms,74,12,,Псалтирь,73,12,
Psalms,74,13,,Псалтирь,73,13,
Psalms,74,14,,Псалтирь,73,14,
Psalms,74,15,,Псалтирь,73,15,
Psalms,74,16,,Псалтирь,73,16,
Psalms,74,17,,Псалтирь,73,17,
Psalms,74,18,,Псалтирь,73,18,
Psalms,74,19,,Псалтирь,73,19,
Psalms,74,20,,Псалтирь,73,20,
Psalms,74,21,,Псалтирь,73,21,
Psalms,74,22,,Псалтирь,73,22,
Psalms,74,23,,Псалтирь,73,23,
Psalms,75,0,,Псалтирь,74,1,
Psalms,75,1,,Псалтирь,74,2,
Psalms,75,2,,Псалтирь,74,3,
Psalms,75,3,,Псалтирь,74,4,
Psalms,75,4,,Псалтирь,74,5,
Psalms,75,5,,Псалтирь,74,6,
Psalms,75,6,,Псалтирь,74,7,
Psalms,75,7,,Псалтирь,74,8,
Psalms,75,8,,Псалтирь,74,9,
Psalms,75,9,,Псалтирь,74,10,
Psalms,75,10,,Псалтирь,74,11,
Psalms,76,0,,Псалтирь,75,1,
Psalms,76,1,,Псалтирь,75,2,
Psalms,76,2,,Псалтирь,75,3,
Psalms,76,3,,Псалтирь,75,4,
Psalms,76,4,,Псалтирь,75,5,
Psalms,76,5,,Псалтирь,75,6,
Psalms,76,6,,Псалтирь,75,7,
Psalms,76,7,,Псалтирь,75,8,
Psalms,76,8,,Псалтирь,75,9,
Psalms,76,9,,Псалтирь,75,10,
Psalms,76,10,,Псалтирь,75,11,
Psalms,76,11,,Псалтирь,75,12,
Psalms,76,12,,Псалтирь,75,13,
Psalms,77,0,,Псалтирь,76,1,
Psalms,77,1,,Псалтирь,76,2,
Psalms,77,2,,Псалтирь,76,3,
Psalms,77,3,,Псалтирь,76,4,
Psalms,77,4,,Псалтирь,76,5,
Psalms,77,5,,Псалтирь,76,6,
Psalms,77,6,,Псалтирь,76,7,
Psalms,77,7,,Псалтирь,76,8,
Psalms,77,8,,Псалтирь,76,9,
Psalms,77,9,,Псалтирь,76,10,
Psalms,77,10,,Псалтирь,76,11,
Psalms,77,11,,Псалтирь,76,12,
Psalms,77,12,,Псалтирь,76,13,
Psalms,77,13,,Псалтирь,76,14,
Psalms,77,14,,Псалтирь,76,15,
Psalms,77,15,,Псалтирь,76,16,
Psalms,77,16,,Псалтирь,76,17,
Psalms,77,17,,Псалтирь,76,18,
Psalms,77,18,,Псалтирь,76,19,
Psalms,77,19,,Псалтирь,76,20,
Psalms,77,20,,Псалтирь,76,21,
Psalms,78,1,,Псалтирь,77,1,
Psalms,78,2,,Псалтирь,77,2,
Psalms,78,3,,Псалтирь,77,3,
Psalms,78,4,,Псалтирь,77,4,
Psalms,78,5,,Псалтирь,77,5,
Psalms,78,6,,Псалтирь,77,6,
Psalms,78,7,,Псалтирь,77,7,
Psalms,78,8,,Псалтирь,77,8,
Psalms,78,9,,Псалтирь,77,9,
Psalms,78,10,,Псалтирь,77,10,
Psalms,78,11,,Псалтирь,77,11,
Psalms,78,12,,Псалтирь,77,12,
Psalms,78,13,,Псалтирь,77,13,
Psalms,78,14,,Псалтирь,77,14,
Psalms,78,15,,Псалтирь,77,15,
Psalms,78,16,,Псалтирь,77,16,
Psalms,78,17,,Псалтирь,77,17,
Psalms,78,18,,Псалтирь,77,18,
Psalms,78,19,,Псалтирь,77,19,
Psalms,78,20,,Псалтирь,77,20,
Psalms,78,21,,Псалтирь,77,21,
Psalms,78,22,,Псалтирь,77,22,
Psalms,78,23,,Псалтирь,77,23,
Psalms,78,24,,Псалтирь,77,24,
Psalms,78,25,,Псалтирь,77,25,
Psalms,78,26,,Псалтирь,77,26,
Psalms,78,27,,Псалтирь,77,27,
Psalms,78,28,,Псалтирь,77,28,
Psalms,78,29,,Псалтирь,77,29,
Psalms,78,30,,Псалтирь,77,30,
Psalms,78,31,,Псалтирь,77,31,
Psalms,78,32,,Псалтирь,77,32,
Psalms,78,33,,Псалтирь,77,33,
Psalms,78,34,,Псалтирь,77,34,
Psalms,78,35,,Псалтирь,77,35,
Psalms,78,36,,Псалтирь,77,36,
Psalms,78,37,,Псалтирь,77,37,
Psalms,78,38,,Псалтирь,77,38,
Psalms,78,39,,Псалтирь,77,39,
Psalms,78,40,,Псалтирь,77,40,
Psalms,78,41,,Псалтирь,77,41,
Psalms,78,42,,Псалтирь,77,42,
Psalms,78,43,,Псалтирь,77,43,
Psalms,78,44,,Псалтирь,77,44,
Psalms,78,45,,Псалтирь,77,45,
Psalms,78,46,,Псалтирь,77,46,
Psalms,78,47,,Псалтирь,77,47,
Psalms,78,48,,Псалтирь,77,48,
Psalms,78,49,,Псалтирь,77,49,
Psalms,78,50,,Псалтирь,77,50,
Psalms,78,51,,Псалтирь,77,51,
Psalms,78,52,,Псалтирь,77,52,
Psalms,78,53,,Псалтирь,77,53,
Psalms,78,54,,Псалтирь,77,54,
Psalms,78,55,,Псалтирь,77,55,
Psalms,78,56,,Псалтирь,77,56,
Psalms,78,57,,Псалтирь,77,57,
Psalms,78,58,,Псалтирь,77,58,
Psalms,78,59,,Псалтирь,77,59,
Psalms,79,0,,Псалтирь,78,0,
Psalms,79,0,,Псалтирь,78,1,
Psalms,79,1,,Псалтирь,78,1,
Psalms,79,2,,Псалтирь,78,2,
Psalms,79,3,,Псалтирь,78,3,
Psalms,79,4,,Псалтирь,78,4,
Psalms,79,5,,Псалтирь,78,5,
Psalms,79,6,,Псалтирь,78,6,
Psalms,79,7,,Псалтирь,78,7,
Psalms,79,8,,Псалтирь,78,8,
Psalms,79,9,,Псалтирь,78,9,
Psalms,79,10,,Псалтирь,78,10,
Psalms,79,11,,Псалтирь,78,11,
Psalms,79,12,,Псалтирь,78,12,
Psalms,79,13,,Псалтирь,78,13,
Psalms,80,0,,Псалтирь,79,1,
Psalms,80,1,,Псалтирь,79,2,
Psalms,80,2,,Псалтирь,79,3,
Psalms,80,3,,Псалтирь,79,4,
Psalms,80,4,,Псалтирь,79,5,
Psalms,80,5,,Псалтирь,79,6,
Psalms,80,6,,Псалтирь,79,7,
Psalms,80,7,,Псалтирь,79,8,
Psalms,80,8,,Псалтирь,79,9,
Psalms,80,9,,Псалтирь,79,10,
Psalms,80,10,,Псалтирь,79,11,
Psalms,80,11,,Псалтирь,79,12,
Psalms,80,12,,Псалтирь,79,13,
Psalms,80,13,,Псалтирь,79,14,
Psalms,80,14,,Псалтирь,79,15,
Psalms,80,15,,Псалтирь,79,16,
Psalms,80,16,,Псалтирь,79,17,
Psalms,80,17,,Псалтирь,79,18,
Psalms,80,18,,Псалтирь,79,19,
Psalms,80,19,,Псалтирь,79,20,
Psalms,81,0,,Псалтирь,80,1,
Psalms,81,1,,Псалтирь,80,2,
Psalms,81,2,,Псалтирь,80,3,
Psalms,81,3,,Псалтирь,80,4,
Psalms,81,4,,Псалтирь,80,5,
Psalms,81,5,,Псалтирь,80,6,
Psalms,81,6,,Псалтирь,80,7,
Psalms,81,7,,Псалтирь,80,8,
Psalms,81,8,,Псалтирь,80,9,
Psalms,81,9,,Псалтирь,80,10,
Psalms,81,10,,Псалтирь,80,11,
Psalms,81,11,,Псалтирь,80,12,
Psalms,81,12,,Псалтирь,80,13,
Psalms,81,13,,Псалтирь,80,14,
Psalms,81,14,,Псалтирь,80,15,
Psalms,81,15,,Псалтирь,80,16,
Psalms,81,16,,Псалтирь,80,17,
Psalms,82,1,,Псалтирь,81,1,
Psalms,82,2,,Псалтирь,81,2,
Psalms,82,3,,Псалтирь,81,3,
Psalms,82,4,,Псалтирь,81,4,
Psalms,82,5,,Псалтирь,81,5,
Psalms,82,6,,Псалтирь,81,6,
Psalms,82,7,,Псалтирь,81,7,
Psalms,82,8,,Псалтирь,81,8,
Psalms,83,0,,Псалтирь,82,1,
Psalms,83,1,,Псалтирь,82,2,
Psalms,83,2,,Псалтирь,82,3,
Psalms,83,3,,Псалтирь,82,4,
Psalms,83,4,,Псалтирь,82,5,
Psalms,83,5,,Псалтирь,82,6,
Psalms,83,6,,Псалтирь,82,7,
Psalms,83,7,,Псалтирь,82,8,
Psalms,83,8,,Псалтирь,82,9,
Psalms,83,9,,Псалтирь,82,10,
Psalms,83,10,,Псалтирь,82,11,
Psalms,83,11,,Псалтирь,82,12,
Psalms,83,12,,Псалтирь,82,13,
Psalms,83,13,,Псалтирь,82,14,
Psalms,83,14,,Псалтирь,82,15,
Psalms,83,15,,Псалтирь,82,16,
Psalms,83,16,,Псалтирь,82,17,
Psalms,83,17,,Псалтирь,82,18,
Psalms,83,18,,Псалтирь,82,19,
Psalms,84,0,,Псалтирь,83,1,
Psalms,84,1,,Псалтирь,83,2,
Psalms,84,2,,Псалтирь,83,3,
Psalms,84,3,,Псалтирь,83,4,
Psalms,84,4,,Псалтирь,83,5,
Psalms,84,5,,Псалтирь,83,6,
Psalms,84,6,,Псалтирь,83,7,
Psalms,84,7,,Псалтирь,83,8,
Psalms,84,8,,Псалтирь,83,9,
Psalms,84,9,,Псалтирь,83,10,
Psalms,84,10,,Псалтирь,83,11,
Psalms,84,11,,Псалтирь,83,12,
Psalms,84,12,,Псалтирь,83,13,
Psalms,85,0,,Псалтирь,84,1,
Psalms,85,1,,Псалтирь,84,2,
Psalms,85,2,,Псалтирь,84,3,
Psalms,85,3,,Псалтирь,84,4,
Psalms,85,4,,Псалтирь,84,5,
Psalms,85,5,,Псалтирь,84,6,
Psalms,85,6,,Псалтирь,84,7,
Psalms,85,7,,Псалтирь,84,8,
Psalms,85,8,,Псалтирь,84,9,
Psalms,85,9,,Псалтирь,84,10,
Psalms,85,10,,Псалтирь,84,11,
Psalms,85,11,,Псалтирь,84,12,
Psalms,85,12,,Псалтирь,84,13,
Psalms,85,13,,Псалтирь,84,14,
Psalms,86,1,,Псалтирь,85,1,
Psalms,86,2,,Псалтирь,85,2,
Psalms,86,3,,Псалтирь,85,3,
Psalms,86,4,,Псалтирь,85,4,
Psalms,86,5,,Псалтирь,85,5,
Psalms,86,6,,Псалтирь,85,6,
Psalms,86,7,,Псалтирь,85,7,
Psalms,86,8,,Псалтирь,85,8,
Psalms,86,9,,Псалтирь,85,9,
Psalms,86,10,,Псалтирь,85,10,
Psalms,86,11,,Псалтирь,85,11,
Psalms,86,12,,Псалтирь,85,12,
Psalms,86,13,,Псалтирь,85,13,
Psalms,86,14,,Псалтирь,85,14,
Psalms,86,15,,Псалтирь,85,15,
Psalms,86,16,,Псалтирь,85,16,
Psalms,86,17,,Псалтирь,85,17,
Psalms,87,0,,Псалтирь,86,1,
Psalms,87,1,,Псалтирь,86,2,a
Psalms,87,2,,Псалтирь,86,2,b
Psalms,87,3,,Псалтирь,86,3,
Psalms,87,4,,Псалтирь,86,4,
Psalms,87,5,,Псалтирь,86,5,
Psalms,87,6,,Псалтирь,86,6,
Psalms,87,7,,Псалтирь,86,7,
Psalms,88,0,,Псалтирь,87,1,
Psalms,88,1,,Псалтирь,87,2,
Psalms,88,2,,Псалтирь,87,3,
Psalms,88,3,,Псалтирь,87,4,
Psalms,88,4,,Псалтирь,87,5,
Psalms,88,5,,Псалтирь,87,6,
Psalms,88,6,,Псалтирь,87,7,
Psalms,88,7,,Псалтирь,87,8,
Psalms,88,8,,Псалтирь,87,9,
Psalms,88,9,,Псалтирь,87,10,
Psalms,88,10,,Псалтирь,87,11,
Psalms,88,11,,Псалтирь,87,12,
Psalms,88,12,,Псалтирь,87,13,
Psalms,88,13,,Псалтирь,87,14,
Psalms,88,14,,Псалтирь,87,15,
Psalms,88,15,,Псалтирь,87,16,
Psalms,88,16,,Псалтирь,87,17,
Psalms,88,17,,Псалтирь,87,18,
Psalms,88,18,,Псалтирь,87,19,
Psalms,89,0,,Псалтирь,88,1,
Psalms,89,1,,Псалтирь,88,2,
Psalms,89,2,,Псалтирь,88,3,
Psalms,89,3,,Псалтирь,88,4,
Psalms,89,4,,Псалтирь,88,5,
Psalms,89,5,,Псалтирь,88,6,
Psalms,89,6,,Псалтирь,88,7,
Psalms,89,7,,Псалтирь,88,8,
Psalms,89,8,,Псалтирь,88,9,
Psalms,89,9,,Псалтирь,88,10,
Psalms,89,10,,Псалтирь,88,11,
Psalms,89,11,,Псалтирь,88,12,
Psalms,89,12,,Псалтирь,88,13,
Psalms,89,13,,Псалтирь,88,14,
Psalms,89,14,,Псалтирь,88,15,
Psalms,89,15,,Псалтирь,88,16,
Psalms,89,16,,Псалтирь,88,17,
Psalms,89,17,,Псалтирь,88,18,
Psalms,89,18,,Псалтирь,88,19,
Psalms,89,19,,Псалтирь,88,20,
Psalms,89,20,,Псалтирь,88,21,
Psalms,89,21,,Псалтирь,88,22,
Psalms,89,22,,Псалтирь,88,23,
Psalms,89,23,,Псалтирь,88,24,
Psalms,89,24,,Псалтирь,88,25,
Psalms,89,25,,Псалтирь,88,26,
Psalms,89,26,,Псалтирь,88,27,
Psalms,89,27,,Псалтирь,88,28,
Psalms,89,28,,Псалтирь,88,29,
Psalms,89,29,,Псалтирь,88,30,
Psalms,89,30,,Псалтирь,88,31,
Psalms,89,31,,Псалтирь,88,32,
Psalms,89,32,,Псалтирь,88,33,
Psalms,89,33,,Псалтирь,88,34,
Psalms,89,34,,Псалтирь,88,35,
Psalms,89,35,,Псалтирь,88,36,
Psalms,89,36,,Псалтирь,88,37,
Psalms,89,37,,Псалтирь,88,38,
Psalms,89,38,,Псалтирь,88,39,
Psalms,89,39,,Псалтирь,88,40,
Psalms,89,40,,Псалтирь,88,41,
Psalms,89,41,,Псалтирь,88,42,
Psalms,89,42,,Псалтирь,88,43,
Psalms,89,43,,Псалтирь,88,44,
Psalms,89,44,,Псалтирь,88,45,
Psalms,89,45,,Псалтирь,88,46,
Psalms,89,46,,Псалтирь,88,47,
Psalms,89,47,,Псалтирь,88,48,
Psalms,89,48,,Псалтирь,88,49,
Psalms,89,49,,Псалтирь,88,50,
Psalms,89,50,,Псалтирь,88,51,
Psalms,89,51,,Псалтирь,88,52,
Psalms,89,52,,Псалтирь,88,53,
Psalms,90,0,,Псалтирь,89,1,
Psalms,90,1,,Псалтирь,89,2,
Psalms,90,2,,Псалтирь,89,3,
Psalms,90,3,,Псалтирь,89,4,
Psalms,90,4,,Псалтирь,89,5,
Psalms,90,5,,Псалтирь,89,6,a
Psalms,90,6,,Псалтирь,89,6,b
Psalms,90,7,,Псалтирь,89,7,
Psalms,90,8,,Псалтирь,89,8,
Psalms,90,9,,Псалтирь,89,9,
Psalms,90,10,,Псалтирь,89,10,
Psalms,90,11,,Псалтирь,89,11,
Psalms,90,12,,Псалтирь,89,12,
Psalms,90,13,,Псалтирь,89,13,
Psalms,90,14,,Псалтирь,89,14,
Psalms,90,15,,Псалтирь,89,15,
Psalms,90,16,,Псалтирь,89,16,
Psalms,90,17,,Псалтирь,89,17,
Psalms,91,1,,Псалтирь,90,1,
Psalms,91,2,,Псалтирь,90,2,
Psalms,91,3,,Псалтирь,90,3,
Psalms,91,4,,Псалтирь,90,4,
Psalms,91,5,,Псалтирь,90,5,
Psalms,91,6,,Псалтирь,90,6,
Psalms,91,7,,Псалтирь,90,7,
Psalms,91,8,,Псалтирь,90,8,
Psalms,91,9,,Псалтирь,90,9,
Psalms,91,10,,Псалтирь,90,10,
Psalms,91,11,,Псалтирь,90,11,
Psalms,91,12,,Псалтирь,90,12,
Psalms,91,13,,Псалтирь,90,13,
Psalms,91,14,,Псалтирь,90,14,
Psalms,91,15,,Псалтирь,90,15,
Psalms,91,16,,Псалтирь,90,16,
Psalms,92,0,,Псалтирь,91,1,
Psalms,92,1,,Псалтирь,91,2,
Psalms,92,2,,Псалтирь,91,3,
Psalms,92,3,,Псалтирь,91,4,
Psalms,92,4,,Псалтирь,91,5,
Psalms,92,5,,Псалтирь,91,6,
Psalms,92,6,,Псалтирь,91,7,
Psalms,92,7,,Псалтирь,91,8,
Psalms,92,8,,Псалтирь,91,9,
Psalms,92,9,,Псалтирь,91,10,
Psalms,92,10,,Псалтирь,91,11,
Psalms,92,11,,Псалтирь,91,12,
Psalms,92,12,,Псалтирь,91,13,
Psalms,92,13,,Псалтирь,91,14,
Psalms,92,14,,Псалтирь,91,15,
Psalms,92,15,,Псалтирь,91,16,
Psalms,93,1,,Псалтирь,92,1,
